src_ip,dst_ip,src_port,dst_port,protocol,duration,bytes_sent,bytes_received,packets,label
172.26.228.88,120.21.129.23,57493,11649,tcp,0.19464697248067317,276,246,2,port_scan
172.22.216.68,175.61.228.134,16422,80,udp,2.4388012055629398,2798,11842,19,benign
10.226.21.209,171.144.148.150,28675,123,udp,4.21021206053684,7041,10613,27,benign
10.209.127.223,202.9.128.9,41775,22,tcp,1.171982688511887,662,71,3,brute_force
10.81.220.240,217.39.214.221,58940,123,udp,2.388146059383187,3413,14112,23,benign
10.247.150.72,92.213.221.125,35827,3389,tcp,0.7812745478666069,629,349,9,brute_force
10.201.32.224,14.168.121.156,42404,53,tcp,4.940706429377187,7320,2977,17,benign
172.26.151.67,176.64.202.47,12093,8443,tcp,0.7939051147256142,84,726,6,c2_beacon
172.21.157.197,26.175.0.212,7266,3389,tcp,0.33017634911109994,490,620,6,brute_force
10.37.94.130,201.187.23.72,42669,445,tcp,0.9843551935744441,339,308,3,brute_force
192.168.209.40,54.73.255.105,38530,2049,tcp,0.1471411439904563,169,126,1,port_scan
10.49.33.29,114.209.26.172,63299,22,tcp,0.5644106666427497,763,327,10,brute_force
172.22.146.144,180.193.136.188,62310,443,tcp,2.4092051258060136,1968,2995,6,benign
192.168.61.47,5.147.22.104,19715,1541,tcp,0.18793219349509083,119,222,4,port_scan
10.228.193.182,86.149.110.2,25296,443,tcp,0.4402184884205753,180,751,8,c2_beacon
192.168.88.174,139.190.118.86,20610,443,tcp,0.4854966587570699,320,773,6,c2_beacon
10.135.181.59,180.35.42.226,18006,80,udp,2.5205131857343233,200,11142,13,benign
192.168.27.140,79.222.167.141,37596,3389,tcp,1.1513993123100323,723,444,2,brute_force
10.1.189.152,195.49.231.25,8276,443,udp,4.118378653191206,6000,17002,33,benign
192.168.196.20,106.167.77.174,5319,445,tcp,0.6969284523707036,729,485,9,brute_force
172.20.152.107,43.139.101.88,5910,39367,tcp,0.23862340416986166,203,301,5,port_scan
192.168.146.121,218.73.211.117,49422,53,tcp,4.091436315784467,2474,1869,6,benign
10.200.104.89,82.78.38.75,37635,15469,tcp,0.11997096867733331,293,354,3,port_scan
10.79.73.120,100.248.240.81,29006,3389,tcp,1.2197249667478007,361,508,8,brute_force
172.26.30.63,75.81.250.141,63039,20351,tcp,0.26023152709361497,236,261,2,port_scan
192.168.179.7,222.87.126.128,5488,25905,tcp,0.2654136007335056,251,375,4,port_scan
192.168.249.83,162.174.234.104,17498,443,tcp,0.452458758018386,119,188,7,c2_beacon
172.31.67.239,131.125.112.55,10789,4974,tcp,0.33962086526763857,232,109,5,port_scan
172.29.181.89,78.191.64.128,49150,443,tcp,0.7957254342247377,89,770,8,c2_beacon
172.22.14.149,107.197.173.169,32886,445,tcp,0.6614742297614769,973,766,6,brute_force
172.18.67.155,164.240.192.9,49453,53,udp,2.2156184741144944,3198,10631,19,benign
192.168.68.1,49.172.217.233,2740,48083,tcp,0.22341085175785413,125,391,3,port_scan
192.168.136.234,66.31.37.140,46701,8080,tcp,0.5664072936286937,276,539,2,c2_beacon
172.26.30.63,75.81.250.141,26536,20342,tcp,0.2907750817652086,274,226,4,port_scan
10.222.81.250,125.4.126.121,54538,22,tcp,0.5470261439396358,281,208,3,brute_force
172.25.68.249,159.39.244.56,9009,123,tcp,4.5066446550557435,3208,17260,27,benign
10.140.191.113,90.226.227.109,62038,8443,tcp,0.5440530121321306,378,370,7,c2_beacon
10.113.97.174,28.116.41.236,2642,22,tcp,1.0716138040743186,654,398,10,brute_force
172.29.49.137,162.208.29.143,46118,445,tcp,0.9500986482810626,968,453,7,brute_force
192.168.107.140,102.0.22.75,27362,80,tcp,3.9617577538756774,3157,20229,31,benign
10.155.194.23,124.41.5.136,5114,3389,tcp,0.907493142597744,536,420,4,brute_force
192.168.53.53,177.49.65.33,62018,445,tcp,0.7090582170951274,759,575,3,brute_force
192.168.8.21,102.10.89.217,62061,443,tcp,0.8734679449816756,315,212,2,c2_beacon
10.141.219.68,42.83.210.97,51271,3389,tcp,0.4367664765854724,438,748,8,brute_force
172.19.205.54,186.9.84.228,23056,38791,tcp,0.35261479403202883,255,50,1,port_scan
172.28.11.6,134.229.249.157,51461,22,tcp,1.0312541707983263,983,463,3,brute_force
192.168.233.244,169.138.144.125,31302,123,udp,3.279200656472043,1513,10568,16,benign
172.26.30.63,75.81.250.141,21902,20355,tcp,0.033990727745655036,160,292,2,port_scan
172.31.27.125,48.234.30.231,46255,29545,tcp,0.11883051129568564,255,44,1,port_scan
10.113.97.174,28.116.41.236,48140,22,tcp,0.6111719727214759,591,464,3,brute_force
10.201.81.49,129.104.67.31,34379,123,udp,3.9681068787022613,4400,1986,10,benign
10.80.77.174,148.187.117.250,41894,8443,tcp,0.4859609975036606,374,305,8,c2_beacon
172.28.174.235,138.138.54.107,57333,22,tcp,1.1415516639381726,905,383,10,brute_force
172.21.157.197,26.175.0.212,54243,3389,tcp,0.21405499913943238,499,344,6,brute_force
192.168.1.218,137.69.66.183,49560,8443,tcp,0.36311188596443145,352,462,8,c2_beacon
172.24.82.152,186.101.78.243,53961,443,tcp,0.602424237547164,85,697,8,c2_beacon
192.168.219.197,1.233.99.253,5090,445,tcp,0.5645353061071343,699,445,7,brute_force
192.168.217.26,77.217.155.127,16531,9404,tcp,0.310573985237802,276,246,5,port_scan
10.170.1.240,103.53.227.48,26503,445,tcp,1.2634594175109237,974,299,8,brute_force
172.27.152.13,116.113.31.207,62013,22,tcp,1.1298930356514223,435,237,6,brute_force
192.168.73.24,46.60.46.204,7435,22,tcp,0.9015678589228372,601,237,5,brute_force
10.134.78.29,158.98.171.239,29010,443,udp,3.804553429766966,8462,8252,26,benign
192.168.217.6,86.180.86.49,63833,17149,tcp,0.3027358979136044,174,143,2,port_scan
172.29.97.99,104.187.90.141,57869,445,tcp,1.5340619063459837,853,548,6,brute_force
10.113.97.174,28.116.41.236,5487,22,tcp,0.8226810989302402,404,698,10,brute_force
10.134.153.220,200.50.101.103,33721,445,tcp,0.1423724776001467,533,154,4,brute_force
172.26.223.137,106.198.126.25,48640,22,tcp,0.5518426323549257,911,791,2,brute_force
192.168.8.21,102.10.89.217,19769,443,tcp,0.5526591904962466,181,334,6,c2_beacon
192.168.181.6,29.166.132.34,36179,443,tcp,0.1675095102380701,132,442,4,c2_beacon
10.155.97.20,195.199.32.154,14796,8443,tcp,0.6064547442863597,180,412,4,c2_beacon
172.26.136.254,129.117.250.69,44099,3389,tcp,1.3849399114546914,940,98,8,brute_force
192.168.235.82,90.129.82.55,23504,123,tcp,2.454087705738673,1250,15373,21,benign
192.168.155.119,16.213.146.88,4063,80,tcp,3.7738749676248906,2757,5016,11,benign
192.168.133.227,215.236.18.186,27239,443,tcp,0.7159874197089781,225,410,5,c2_beacon
172.16.37.251,219.98.217.56,27947,123,udp,0.6843372870519899,5059,12107,25,benign
172.31.210.227,207.72.171.19,13297,123,tcp,3.0729112916223684,3878,5581,13,benign
192.168.8.213,190.69.144.171,49798,80,tcp,2.2701660755089597,3004,14657,24,benign
10.211.97.238,175.76.46.97,38319,25077,tcp,0.19828667665323205,69,300,4,port_scan
172.22.190.79,119.157.169.53,62345,445,tcp,1.0191713860815217,580,297,2,brute_force
192.168.61.47,5.147.22.104,23633,1556,tcp,0.017023135080651508,61,84,1,port_scan
10.88.197.112,8.10.51.95,29627,8443,tcp,0.07159926225547575,175,668,7,c2_beacon
10.215.78.116,64.61.18.39,15600,53,udp,3.201334605264411,3371,5783,13,benign
172.22.200.46,188.144.90.183,5072,53,udp,3.607246727700383,444,12217,15,benign
192.168.89.199,176.234.208.118,56083,8443,tcp,0.7284416148338644,149,465,3,c2_beacon
192.168.101.18,155.125.160.229,15221,22,tcp,0.7843562619764607,855,384,9,brute_force
10.88.197.112,8.10.51.95,53868,8443,tcp,0.6820639645435737,136,232,7,c2_beacon
10.140.191.113,90.226.227.109,11809,8443,tcp,0.4502251726543978,229,688,6,c2_beacon
10.174.66.89,151.128.179.201,32007,80,udp,1.7378715784682375,2566,14345,22,benign
192.168.211.155,148.109.127.101,15362,123,udp,1.4995660949721281,4408,5329,14,benign
10.44.77.91,32.124.51.185,11862,22,tcp,1.486051712078145,882,335,8,brute_force
172.20.222.35,51.192.45.221,6024,22,tcp,1.3802958953741749,312,654,5,brute_force
10.9.112.152,115.118.190.170,28936,22,tcp,0.7235707163638975,872,750,5,brute_force
10.98.205.247,116.175.153.255,26094,53,udp,2.499642173546941,7241,7522,23,benign
10.64.193.67,110.125.84.65,9943,24031,tcp,0.2950980129791282,213,314,1,port_scan
192.168.136.234,66.31.37.140,10080,8080,tcp,0.43567398744922103,160,699,8,c2_beacon
172.16.50.157,207.51.155.43,31281,443,udp,3.547193757732356,10991,14259,38,benign
192.168.36.68,190.187.32.211,29961,123,udp,3.0089469039687105,3191,3452,10,benign
192.168.101.18,155.125.160.229,49885,22,tcp,1.29511168028802,200,257,3,brute_force
10.107.83.226,46.45.37.73,57253,443,tcp,5.219744486677999,4705,1098,10,benign
192.168.87.3,142.232.42.142,35564,443,tcp,2.4014307964010593,3497,6867,14,benign
10.73.156.93,110.90.249.139,22148,443,tcp,3.6333577014403104,4298,8872,19,benign
172.20.223.197,206.97.207.178,25284,445,tcp,1.4359153836662908,224,496,4,brute_force
10.42.150.93,98.157.171.57,28458,3389,tcp,1.1310552416580562,818,183,7,brute_force
192.168.137.183,211.6.211.72,58593,445,tcp,0.6906066984308836,661,375,8,brute_force
10.209.127.223,202.9.128.9,38052,22,tcp,1.024932580846309,226,218,9,brute_force
10.33.230.161,128.163.52.204,45689,53,udp,3.7506050985008175,6122,10512,25,benign
10.44.77.91,32.124.51.185,52365,22,tcp,0.8538037135023891,568,760,5,brute_force
10.177.188.150,46.68.165.162,55517,445,tcp,0.48402031803038226,752,495,3,brute_force
172.27.215.250,41.168.8.246,43592,80,tcp,1.2526518324485576,8489,5511,22,benign
192.168.164.126,121.11.149.166,15279,443,tcp,0.31463581881072256,334,468,3,c2_beacon
192.168.152.76,142.242.249.71,20014,445,tcp,1.5086806468824903,909,482,2,brute_force
172.24.243.21,61.218.109.2,27371,3389,tcp,0.9825740132877931,405,700,7,brute_force
172.22.4.186,132.182.174.71,5878,445,tcp,0.6513807909359455,299,157,8,brute_force
172.20.39.212,208.233.238.196,13605,80,tcp,1.793881574754754,5052,10571,23,benign
172.31.67.193,102.68.165.87,60600,443,tcp,0.48678694235867703,118,398,4,c2_beacon
192.168.245.125,139.66.95.237,47342,445,tcp,1.2840743487680115,341,528,6,brute_force
10.157.235.55,98.211.21.23,36014,4112,tcp,0.3877235075920001,266,189,2,port_scan
10.170.1.240,103.53.227.48,25386,445,tcp,1.2986418876017438,703,546,9,brute_force
10.113.238.15,19.181.86.195,19152,58892,tcp,0.2504390174565036,267,185,1,port_scan
192.168.175.14,139.171.53.116,26871,8443,tcp,0.43808570998809626,174,331,4,c2_beacon
10.113.96.4,141.251.184.234,61095,123,tcp,1.6954867149015356,6225,11129,25,benign
10.136.64.79,33.157.48.180,33377,80,udp,2.8787221788884714,6735,10069,25,benign
172.17.96.225,71.200.74.214,13382,8443,tcp,0.48689755501824966,219,430,6,c2_beacon
172.26.136.254,129.117.250.69,51676,3389,tcp,1.3597892171427204,869,750,9,brute_force
10.217.246.85,219.131.102.241,20367,8080,tcp,0.6434658461886498,254,285,3,c2_beacon
10.42.150.93,98.157.171.57,61138,3389,tcp,0.7831303802403431,780,382,5,brute_force
172.31.67.193,102.68.165.87,15506,443,tcp,0.25530827222729036,156,487,5,c2_beacon
10.203.64.241,193.71.205.55,45471,123,tcp,3.0289776200091953,7122,16149,34,benign
192.168.245.50,13.110.59.232,47935,42365,tcp,0.18257677531887692,278,186,4,port_scan
192.168.165.239,217.187.145.135,28976,43702,tcp,0.22744847350960484,132,279,4,port_scan
10.180.218.113,26.110.42.81,5372,8443,tcp,0.9443445135203414,360,551,3,c2_beacon
192.168.44.113,171.191.50.225,52496,8080,tcp,0.06992845242019086,315,324,5,c2_beacon
192.168.68.1,49.172.217.233,4166,48072,tcp,0.5228691388115274,170,196,4,port_scan
192.168.175.14,139.171.53.116,2720,8443,tcp,0.25930493028938106,344,590,6,c2_beacon
172.27.77.39,8.175.225.69,47829,443,tcp,0.5796187526984209,188,210,7,c2_beacon
10.15.22.61,78.215.45.90,49405,53,udp,3.563103743478855,207,10144,12,benign
192.168.27.140,79.222.167.141,21377,3389,tcp,0.99018046410722,836,780,4,brute_force
172.31.27.125,48.234.30.231,30471,29551,tcp,0.1022114691388151,177,355,3,port_scan
172.26.136.254,129.117.250.69,49411,3389,tcp,0.8191364753233061,725,766,8,brute_force
172.31.10.63,52.9.100.148,31309,3389,tcp,0.7329084020782768,285,420,9,brute_force
172.27.35.79,109.182.44.150,29545,443,udp,4.959089360807178,9805,9567,30,benign
10.244.213.201,179.92.40.21,11619,22,tcp,1.5799280716282005,226,227,2,brute_force
10.134.153.220,200.50.101.103,35550,445,tcp,0.8568501436497944,678,576,4,brute_force
172.28.174.235,138.138.54.107,63904,22,tcp,1.3049843909911045,678,528,8,brute_force
172.26.223.137,106.198.126.25,8939,22,tcp,0.8081744613647226,383,138,6,brute_force
10.37.94.130,201.187.23.72,5985,445,tcp,1.4541922041625743,966,120,5,brute_force
192.168.1.218,137.69.66.183,2964,8443,tcp,0.5988322681052801,280,435,3,c2_beacon
172.19.231.130,52.184.53.248,58602,8443,tcp,0.6743371764337749,374,305,7,c2_beacon
10.244.213.201,179.92.40.21,31385,22,tcp,0.6222357939435097,568,71,8,brute_force
10.49.33.29,114.209.26.172,13104,22,tcp,0.8189017149714675,815,701,8,brute_force
10.209.127.223,202.9.128.9,3142,22,tcp,0.9554682220478147,651,766,9,brute_force
172.27.77.39,8.175.225.69,29890,443,tcp,0.4561052958951136,122,182,2,c2_beacon
192.168.137.224,107.136.49.224,39086,17579,tcp,0.07817767353675056,265,327,2,port_scan
10.217.246.85,219.131.102.241,27922,8080,tcp,0.42050738542637417,161,149,7,c2_beacon
172.25.90.19,14.68.248.178,26459,443,udp,2.428883605983888,3400,15415,25,benign
10.27.249.61,207.126.119.129,63985,8443,tcp,0.4941885193365797,108,659,6,c2_beacon
172.27.152.13,116.113.31.207,16297,22,tcp,1.054380470258465,899,98,4,brute_force
192.168.219.197,1.233.99.253,25866,445,tcp,1.3669049945099232,261,446,2,brute_force
172.31.67.193,102.68.165.87,5319,443,tcp,0.5752197826623637,322,139,5,c2_beacon
10.149.208.86,124.248.99.16,17063,8443,tcp,0.5702684729101614,191,662,4,c2_beacon
10.222.81.250,125.4.126.121,44440,22,tcp,0.34203042536347006,999,783,9,brute_force
192.168.137.4,73.132.174.119,56186,443,tcp,0.4358795613856391,106,451,7,c2_beacon
192.168.90.9,160.127.241.14,18167,123,tcp,4.362231607606686,2557,5736,12,benign
10.104.99.58,99.175.40.1,39326,123,tcp,5.148856131475096,8197,7856,25,benign
10.79.73.120,100.248.240.81,30192,3389,tcp,1.519167134945624,586,619,2,brute_force
10.44.77.91,32.124.51.185,34538,22,tcp,1.2840507612094019,251,654,9,brute_force
192.168.244.76,62.20.235.2,14902,8080,tcp,0.3867281781107988,165,748,3,c2_beacon
10.5.76.129,118.60.245.49,51553,443,tcp,1.0415858131936981,378,653,8,c2_beacon
192.168.164.250,223.120.89.171,44288,443,udp,3.2686259546838317,3956,8925,18,benign
10.178.49.109,107.219.128.158,57612,8443,tcp,0.6415311822473234,83,408,7,c2_beacon
10.138.150.255,76.240.227.164,32140,8080,tcp,0.7847906419697587,349,215,7,c2_beacon
192.168.208.129,64.224.174.255,17473,445,tcp,0.7257161832712051,284,618,10,brute_force
192.168.132.105,18.92.40.235,60098,29580,tcp,0.18814541981982782,114,323,1,port_scan
10.141.219.68,42.83.210.97,1447,3389,tcp,1.3024895283487579,867,95,4,brute_force
10.220.74.145,2.7.76.69,64656,3389,tcp,0.7791846588042155,557,534,10,brute_force
172.29.175.82,51.214.250.216,21616,22,tcp,1.627442743631034,816,795,10,brute_force
172.26.144.179,36.11.41.59,35062,8080,tcp,0.7729737853115763,81,410,2,c2_beacon
192.168.225.17,156.59.45.19,55793,53,udp,3.26588613425073,6271,5930,19,benign
192.168.117.49,196.104.4.143,3025,80,tcp,3.6705011494334627,4127,14433,26,benign
172.20.244.49,214.148.75.170,31237,3389,tcp,1.0771727920180376,874,256,9,brute_force
192.168.175.14,139.171.53.116,47622,8443,tcp,0.7292015026509477,304,482,2,c2_beacon
192.168.216.222,93.72.10.126,53617,443,tcp,1.5846740596692253,4387,7163,16,benign
10.180.218.113,26.110.42.81,44076,8443,tcp,0.7534763090797331,355,579,4,c2_beacon
192.168.73.178,78.138.202.118,47013,445,tcp,1.270899400164412,422,647,6,brute_force
10.157.235.55,98.211.21.23,30107,4106,tcp,0.09502378265811379,196,305,3,port_scan
10.112.158.57,187.114.210.211,53289,3389,tcp,1.186322669504708,550,473,9,brute_force
172.31.67.193,102.68.165.87,6221,443,tcp,0.7458776092300872,204,240,4,c2_beacon
172.25.103.157,88.59.169.218,17082,80,udp,4.312610101552044,4599,21961,36,benign
172.29.118.55,40.171.178.92,65281,53,udp,3.660576590784191,1359,9558,13,benign
172.26.212.39,210.218.216.208,62677,3389,tcp,1.1929978837081576,205,89,6,brute_force
192.168.101.18,155.125.160.229,1879,22,tcp,1.0562535371637878,234,212,6,brute_force
192.168.217.26,77.217.155.127,39054,9402,tcp,0.20923519751528805,264,328,5,port_scan
10.170.1.240,103.53.227.48,24039,445,tcp,1.5402317062379867,817,438,8,brute_force
192.168.89.199,176.234.208.118,63986,8443,tcp,0.5740731737603398,222,426,7,c2_beacon
192.168.38.192,91.90.32.148,2115,443,udp,0.9473831744236749,6147,6378,19,benign
10.79.73.120,100.248.240.81,15349,3389,tcp,0.1158804108835696,691,332,7,brute_force
172.26.39.102,50.215.194.95,64440,80,udp,3.182162523767854,7924,13010,31,benign
192.168.89.199,176.234.208.118,47496,8443,tcp,0.6065101029211082,332,476,7,c2_beacon
172.22.113.159,13.49.218.81,14057,80,tcp,5.324349315788261,4510,7999,18,benign
172.20.94.61,35.103.126.218,25478,22,tcp,1.1507510913338646,217,67,4,brute_force
172.23.184.16,185.46.161.105,9463,443,udp,5.10504405864806,6918,9959,25,benign
10.209.127.223,202.9.128.9,34314,22,tcp,0.7084023492188046,946,318,4,brute_force
192.168.73.178,78.138.202.118,62219,445,tcp,0.90725302496634,211,791,6,brute_force
172.29.112.122,33.135.14.56,33647,8080,tcp,0.8807743781650996,350,161,4,c2_beacon
192.168.140.244,153.2.35.188,64951,123,tcp,3.2478513782180642,3152,11606,20,benign
10.253.146.56,40.67.187.60,21896,80,tcp,2.5695227180391673,5170,18193,32,benign
10.45.150.87,28.30.209.231,20641,443,udp,4.383536487810858,4121,7715,17,benign
192.168.71.205,31.49.146.77,63250,123,udp,3.3224546718477597,3619,12057,22,benign
192.168.121.92,183.209.29.157,10781,80,tcp,1.6469224932921658,1103,11563,16,benign
192.168.252.77,43.84.144.157,54432,445,tcp,1.0763793094706353,593,451,2,brute_force
172.19.220.194,7.242.49.63,2984,5600,tcp,0.1731216881185973,275,303,5,port_scan
172.20.222.35,51.192.45.221,5467,22,tcp,1.2880845982514302,687,364,6,brute_force
172.20.184.20,46.173.75.224,11120,80,udp,3.31316060377004,7345,6814,22,benign
192.168.63.176,158.199.130.197,14299,445,tcp,0.4407840523084473,935,101,9,brute_force
192.168.177.35,16.143.147.66,4333,28917,tcp,0.4268125780401445,272,345,5,port_scan
172.17.78.243,40.32.190.110,5751,123,udp,3.2805273539588935,5383,21408,36,benign
172.21.13.155,79.126.174.245,17154,22,tcp,0.7751211733627917,244,160,7,brute_force
172.23.221.12,209.231.168.205,48652,443,tcp,3.184775311716989,2489,10079,16,benign
192.168.9.124,179.123.32.177,17100,443,udp,3.2120460449705592,1896,13245,19,benign
172.28.155.62,215.46.5.178,28620,80,tcp,3.1382165184052986,2804,6303,12,benign
10.37.111.117,163.209.180.113,13725,123,tcp,3.889699465874165,6374,602,12,benign
10.62.192.66,66.101.193.99,41987,8443,tcp,0.7527233512460838,324,423,5,c2_beacon
10.115.228.28,106.218.139.186,58907,80,tcp,3.432902798858419,5772,12172,26,benign
172.24.136.17,8.104.120.145,18343,443,tcp,4.944725720023919,7519,9908,27,benign
10.100.144.31,100.41.210.87,24972,53,udp,3.134792740670604,4039,10527,21,benign
10.220.139.120,151.0.139.175,31113,22,tcp,0.5953874673841901,837,743,3,brute_force
172.24.22.107,157.178.85.34,24879,80,tcp,1.6471099873287463,4166,11492,22,benign
172.26.107.122,62.20.53.86,16666,445,tcp,0.721355253285108,468,674,6,brute_force
192.168.89.169,213.99.173.38,46514,8080,tcp,0.4228270402252213,369,101,2,c2_beacon
10.184.141.235,191.86.91.240,16844,443,udp,2.321050547457456,2555,9278,16,benign
10.138.113.163,211.230.159.54,6876,22,tcp,1.0900760955136413,727,388,2,brute_force
172.22.14.149,107.197.173.169,8608,445,tcp,1.2619350191652838,888,124,8,brute_force
10.172.217.235,81.246.157.184,6658,22,tcp,1.2509041049762886,604,201,2,brute_force
10.52.66.106,167.252.52.46,37449,53,tcp,2.4296380132083204,6183,12257,27,benign
172.31.67.239,131.125.112.55,29334,4978,tcp,0.07794104804594569,176,179,4,port_scan
10.170.1.240,103.53.227.48,7967,445,tcp,1.1064123048371255,358,536,7,brute_force
192.168.125.3,222.255.43.152,18275,3389,tcp,0.6749625213429458,413,338,6,brute_force
172.24.243.21,61.218.109.2,41502,3389,tcp,0.4149199798265759,887,538,3,brute_force
10.53.133.184,148.182.44.44,49098,53,udp,2.7618572298051047,7858,7127,23,benign
10.155.194.23,124.41.5.136,34590,3389,tcp,0.7531155528864601,739,78,10,brute_force
10.113.38.198,160.44.64.66,44342,443,tcp,0.34609791246011645,160,325,4,c2_beacon
192.168.143.187,21.93.165.252,8926,443,udp,3.0918607525829356,8273,15286,35,benign
172.26.223.137,106.198.126.25,4713,22,tcp,0.20984114329518033,654,438,5,brute_force
192.168.18.252,22.231.156.208,59329,22,tcp,1.2133924780894005,661,320,3,brute_force
172.19.253.33,170.102.171.4,26654,80,tcp,3.6236047790218917,2579,19983,29,benign
192.168.252.77,43.84.144.157,43776,445,tcp,1.4467161637610715,791,75,8,brute_force
172.31.67.239,131.125.112.55,23212,4969,tcp,0.136057214059096,103,80,5,port_scan
172.20.152.107,43.139.101.88,15356,39366,tcp,0.2487687971893232,247,8,1,port_scan
192.168.244.19,115.71.226.32,53875,22,tcp,1.312839403080668,424,629,7,brute_force
10.140.191.113,90.226.227.109,1882,8443,tcp,0.47476140961509056,329,453,7,c2_beacon
172.18.3.243,91.205.133.99,54983,46616,tcp,0.22374427050365905,271,238,5,port_scan
172.23.185.139,216.35.66.195,5800,22,tcp,1.079651187172497,800,87,9,brute_force
192.168.137.183,211.6.211.72,38122,445,tcp,0.7199894453827318,627,148,4,brute_force
172.18.237.239,195.101.167.122,2387,19188,tcp,0.20696598339276803,69,391,5,port_scan
192.168.187.96,36.169.102.140,53829,123,udp,2.733685414827113,3991,6712,15,benign
172.16.148.33,128.237.254.135,34135,53,udp,1.672246434451857,5251,14436,28,benign
192.168.217.53,155.226.228.166,40052,3389,tcp,0.666835181789172,503,622,4,brute_force
192.168.65.111,81.152.120.224,13776,123,tcp,3.917362455220599,10507,10084,33,benign
192.168.49.228,63.87.132.102,1968,16918,tcp,0.18421606175275168,46,336,2,port_scan
192.168.204.32,12.28.123.42,58013,80,udp,2.9542787399498116,6661,14206,30,benign
10.147.94.104,67.66.141.140,63628,8443,tcp,0.6302280713976127,395,778,6,c2_beacon
192.168.110.164,145.172.175.150,41474,592,tcp,0.13249801378012951,223,109,3,port_scan
172.30.116.166,211.236.205.36,9042,443,tcp,3.0220741577142283,6143,10492,25,benign
172.29.186.89,223.156.115.119,5454,80,udp,1.5727804824896798,6042,8307,22,benign
172.28.153.101,96.129.49.46,12996,443,tcp,0.4256353236599409,92,399,6,c2_beacon
192.168.54.109,150.10.31.70,62880,39324,tcp,0.18017884782824783,145,33,4,port_scan
172.16.100.152,123.250.186.175,3988,8080,tcp,0.31508166596252285,121,519,4,c2_beacon
172.20.244.49,214.148.75.170,42113,3389,tcp,0.6779454408529909,435,557,2,brute_force
192.168.187.230,52.240.152.247,60032,53,tcp,2.7079987387027074,7652,10784,28,benign
10.88.162.96,59.90.244.164,20112,22,tcp,0.7863375448800964,678,740,2,brute_force
172.16.83.132,34.195.91.99,37794,53,tcp,4.322073696201352,4259,6396,15,benign
192.168.209.234,210.88.148.99,26275,443,udp,2.1926504776989937,1626,11190,16,benign
172.26.238.69,46.138.40.178,10879,53,tcp,4.653707207594606,748,9312,12,benign
172.20.244.49,214.148.75.170,9515,3389,tcp,1.0629441863005726,805,703,6,brute_force
172.26.107.122,62.20.53.86,37050,445,tcp,1.0044324284877093,216,435,6,brute_force
10.22.43.130,159.94.181.96,35267,3389,tcp,0.4714946453825033,517,158,9,brute_force
172.25.200.168,5.88.62.155,11862,55170,tcp,0.2005366871077785,69,91,4,port_scan
10.52.123.233,187.22.191.178,21940,443,tcp,0.6078206692460447,300,582,4,c2_beacon
10.9.175.140,151.65.88.117,30191,53,udp,2.741171107408415,11786,6666,31,benign
172.30.164.199,156.30.90.156,12657,8443,tcp,0.25395139334401534,161,215,5,c2_beacon
10.42.150.93,98.157.171.57,37980,3389,tcp,0.8349940037166761,522,461,4,brute_force
192.168.51.79,165.52.50.53,9426,443,tcp,3.173258431156023,1884,11264,17,benign
172.26.212.39,210.218.216.208,30257,3389,tcp,0.8422321047527738,258,564,8,brute_force
10.73.81.128,22.153.102.16,24571,18341,tcp,0.1340024006285842,192,98,1,port_scan
10.73.81.128,22.153.102.16,22559,18339,tcp,0.3132162044663671,300,299,1,port_scan
10.170.1.240,103.53.227.48,34096,445,tcp,0.8362167948810503,510,100,10,brute_force
172.21.109.141,123.239.56.139,8673,443,tcp,0.3873076960357106,376,754,2,c2_beacon
192.168.231.156,137.237.55.173,40835,123,udp,4.192020547724841,1331,10486,15,benign
192.168.221.178,32.137.88.209,32504,443,tcp,3.102151792471473,3139,10097,18,benign
172.18.237.239,195.101.167.122,1785,19182,tcp,0.2423965698090423,153,362,1,port_scan
172.23.211.144,47.44.109.35,36779,34883,tcp,0.2734470190287009,51,92,2,port_scan
172.20.244.49,214.148.75.170,15110,3389,tcp,0.6306112860690716,362,180,7,brute_force
192.168.104.220,59.63.107.27,9377,443,udp,4.21038318347523,4910,13378,25,benign
192.168.210.124,181.29.160.102,59101,80,udp,2.665832456208981,2900,15414,24,benign
172.28.174.235,138.138.54.107,41192,22,tcp,1.2633583673932487,696,334,4,brute_force
192.168.183.27,200.41.214.50,17044,443,tcp,4.341854453950405,3575,16972,28,benign
10.217.246.85,219.131.102.241,7837,8080,tcp,0.4295961681232374,238,679,5,c2_beacon
192.168.238.98,180.66.225.234,18718,8080,tcp,0.43746879128356353,299,760,4,c2_beacon
10.101.10.67,174.161.30.116,61057,443,tcp,0.19025587294254875,281,179,5,c2_beacon
10.128.127.44,217.46.144.169,43432,123,tcp,2.492713842232737,1438,7920,11,benign
172.22.124.118,141.15.39.168,7508,59065,tcp,0.4126980925759584,236,346,4,port_scan
172.30.164.199,156.30.90.156,1624,8443,tcp,0.28087337077814134,330,587,7,c2_beacon
172.26.223.137,106.198.126.25,42981,22,tcp,1.3860355581909898,441,205,8,brute_force
192.168.24.13,195.238.231.100,61815,8080,tcp,0.3451496731141017,358,500,4,c2_beacon
10.17.37.100,150.30.77.166,49277,443,udp,2.7712798451117466,4490,13610,25,benign
10.49.33.29,114.209.26.172,41376,22,tcp,1.1993700977168578,262,699,4,brute_force
192.168.101.18,155.125.160.229,40576,22,tcp,1.123735178157201,513,98,7,brute_force
