pid,ppid,name,path,user,company,signed,num_modules,num_unsigned_modules,num_rwx_regions,avg_entropy,has_network_connection,num_connections,listening_ports,high_entropy_strings,cpu_usage,memory_usage_mb,label
1310,244,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,66,2,1,4.77,True,1,1,3,2.54,122.7,benign
1554,392,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,59,0,0,5.21,True,10,0,3,6.94,61.8,benign
1518,934,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,22,1,0,5.8,True,5,2,1,5.72,153.2,benign
1107,844,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,15,3,0,6.0,False,0,0,1,5.98,78.3,benign
1505,968,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,11,3,0,5.74,True,6,1,1,5.62,57.0,benign
1744,565,payload.exe,C:\ProgramData\payload.exe,NT AUTHORITY\USER,Unknown,False,16,5,5,7.02,True,9,0,42,16.76,17.4,injected_loader
1020,216,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,28,3,0,5.73,False,0,2,3,4.61,80.0,benign
1035,798,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,52,1,0,6.0,False,0,0,0,6.31,93.0,benign
1225,480,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,34,0,1,5.71,True,2,2,3,5.81,77.9,benign
1602,710,payload.exe,C:\ProgramData\payload.exe,NT AUTHORITY\USER,Unknown,False,29,12,3,7.21,True,20,0,32,8.95,92.6,infostealer_like
1587,787,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,78,0,1,5.43,False,0,0,0,4.79,143.2,benign
1507,298,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,49,0,0,5.21,True,0,1,2,0.76,145.6,benign
1094,645,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,54,3,1,4.82,True,5,0,0,6.67,75.7,benign
1670,642,chrome.exe,C:\Users\User\AppData\Local\Temp\chrome.exe,NT AUTHORITY\USER,Unknown,False,21,9,4,6.16,True,38,1,39,10.24,64.5,infostealer_like
1593,660,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,54,0,1,5.23,False,0,1,2,1.65,108.3,benign
1499,395,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,73,3,0,5.31,True,4,2,1,5.49,122.8,benign
1644,506,payload.exe,C:\ProgramData\payload.exe,NT AUTHORITY\USER,Unknown,False,26,12,3,7.21,True,19,1,34,9.68,67.3,infostealer_like
1408,396,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,72,1,0,5.53,True,4,1,2,4.25,94.5,benign
1636,760,chrome.exe,C:\Users\User\AppData\Local\Temp\chrome.exe,NT AUTHORITY\USER,Unknown,False,5,10,4,6.76,True,50,0,25,2.11,103.0,infostealer_like
1283,340,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,10,3,1,5.9,True,0,0,2,4.51,79.7,benign
1104,762,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,41,2,1,5.44,True,0,1,2,2.7,150.8,benign
1152,942,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,19,0,0,5.28,False,0,1,0,9.44,52.4,benign
1541,997,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,63,1,1,5.79,True,8,1,0,4.04,124.1,benign
1116,812,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,57,2,0,5.82,True,5,0,2,2.59,112.1,benign
1209,752,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,10,1,1,5.35,False,0,2,0,1.57,111.1,benign
1721,472,svchost.exe,C:\Users\User\AppData\Roaming\svchost.exe,NT AUTHORITY\USER,Unknown,False,16,13,4,7.52,True,8,0,83,30.87,264.6,ransomware_like
1461,497,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,43,1,1,6.06,True,2,0,2,4.32,97.1,benign
1638,853,payload.exe,C:\ProgramData\payload.exe,NT AUTHORITY\USER,Unknown,False,17,4,3,6.65,True,52,1,36,12.53,93.4,infostealer_like
1454,298,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,64,1,0,5.33,True,4,1,1,1.02,88.3,benign
1239,683,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,54,3,0,5.92,True,7,1,0,1.37,101.0,benign
1401,615,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,53,0,0,5.39,True,4,0,1,9.71,126.0,benign
1127,457,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,29,1,1,5.45,True,10,2,0,2.04,196.7,benign
1726,752,payload.exe,C:\ProgramData\payload.exe,NT AUTHORITY\USER,Unknown,False,10,15,4,6.98,False,0,0,92,60.53,217.0,ransomware_like
1112,530,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,43,2,1,6.17,True,0,0,1,5.8,124.4,benign
1134,528,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,20,2,0,4.95,False,0,2,0,0.6,55.2,benign
1449,246,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,79,0,0,5.61,False,0,0,2,3.03,80.9,benign
1431,755,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,49,0,0,5.4,True,3,0,3,3.62,106.3,benign
1451,879,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,15,2,0,6.02,True,7,2,3,4.04,44.8,benign
1489,222,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,42,0,0,5.72,False,0,0,1,7.27,80.0,benign
1381,530,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,20,1,0,6.96,True,5,0,0,3.71,131.4,benign
1547,998,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,27,1,0,5.68,True,1,0,2,2.91,118.6,benign
1062,886,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,69,3,0,5.43,False,0,2,3,3.77,40.5,benign
1537,275,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,47,1,0,5.34,False,0,1,0,7.37,117.5,benign
1211,740,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,26,0,0,5.9,True,3,1,1,5.86,131.4,benign
1661,550,payload.exe,C:\ProgramData\payload.exe,NT AUTHORITY\USER,Unknown,False,10,5,1,6.16,True,50,1,12,9.61,97.7,infostealer_like
1564,468,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,28,2,1,5.32,False,0,0,0,2.12,147.8,benign
1171,574,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,30,1,0,5.32,True,7,0,1,1.22,149.6,benign
1133,481,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,48,3,0,5.77,True,3,0,3,3.25,152.2,benign
1713,932,payload.exe,C:\ProgramData\payload.exe,NT AUTHORITY\USER,Unknown,False,16,13,3,7.66,True,22,2,47,39.43,115.2,ransomware_like
1218,500,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,47,3,1,5.76,True,7,0,0,4.09,158.9,benign
1128,807,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,20,2,0,5.86,False,0,2,3,3.54,142.8,benign
1420,973,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,33,3,0,6.14,False,0,0,3,5.48,154.0,benign
1119,625,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,65,1,1,5.78,False,0,1,0,4.23,87.6,benign
1452,829,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,48,3,1,5.05,True,4,0,1,6.24,68.6,benign
1468,853,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,13,2,0,5.16,True,5,1,0,0.28,152.7,benign
1430,650,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,71,1,1,5.81,False,0,1,2,4.15,139.7,benign
1059,462,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,32,0,0,5.98,True,4,1,3,4.92,75.2,benign
1781,634,svchost.exe,C:\Users\User\AppData\Roaming\svchost.exe,NT AUTHORITY\USER,Unknown,False,13,8,4,6.37,True,9,1,31,17.85,92.1,injected_loader
1688,716,svchost.exe,C:\Users\User\AppData\Roaming\svchost.exe,NT AUTHORITY\USER,Unknown,False,18,11,8,7.27,True,16,1,37,4.45,274.6,ransomware_like
1102,507,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,65,2,1,5.71,True,0,0,1,0.44,108.4,benign
1256,624,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,68,3,0,5.74,True,7,2,1,3.59,110.7,benign
1386,291,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,19,0,1,5.21,False,0,2,1,2.81,47.8,benign
1450,642,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,16,3,1,5.55,False,0,1,1,0.93,82.2,benign
1494,832,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,75,3,0,5.86,True,10,2,1,5.23,131.4,benign
1244,964,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,15,2,0,5.31,True,0,0,3,2.37,105.5,benign
1188,534,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,16,1,1,6.16,False,0,2,0,3.85,124.1,benign
1586,391,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,54,3,0,6.37,True,6,2,3,0.94,124.4,benign
1486,508,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,69,2,0,5.8,False,0,1,1,3.82,130.6,benign
1631,211,payload.exe,C:\ProgramData\payload.exe,NT AUTHORITY\USER,Unknown,False,30,12,2,6.56,True,49,1,40,7.85,89.2,infostealer_like
1503,906,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,42,3,0,5.07,False,0,1,2,3.67,145.4,benign
1731,299,payload.exe,C:\ProgramData\payload.exe,NT AUTHORITY\USER,Unknown,False,7,6,7,7.54,True,20,2,60,35.62,363.3,ransomware_like
1783,601,chrome.exe,C:\Users\User\AppData\Local\Temp\chrome.exe,NT AUTHORITY\USER,Unknown,False,8,2,6,7.39,True,6,1,16,22.4,111.9,injected_loader
1362,584,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,35,0,1,5.24,True,7,0,3,1.05,42.5,benign
1479,344,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,46,1,0,5.42,True,4,2,2,6.2,78.5,benign
1018,400,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,24,1,1,5.49,True,3,1,2,6.93,155.1,benign
1200,705,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,32,1,0,5.42,True,3,0,3,7.09,182.3,benign
1377,426,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,56,2,1,5.28,False,0,1,0,1.4,147.9,benign
1103,427,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,41,3,0,5.65,True,2,2,2,5.93,102.0,benign
1178,551,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,18,2,0,5.54,False,0,0,0,6.57,84.2,benign
1053,994,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,21,3,1,5.84,False,0,1,0,5.83,91.5,benign
1292,619,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,18,2,1,5.09,True,2,0,3,5.58,134.7,benign
1522,996,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,44,0,0,5.08,False,0,2,0,2.3,142.7,benign
1212,738,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,18,2,1,5.28,False,0,2,2,2.6,59.0,benign
1686,597,svchost.exe,C:\Users\User\AppData\Roaming\svchost.exe,NT AUTHORITY\USER,Unknown,False,10,8,6,7.6,True,17,0,40,51.91,319.8,ransomware_like
1045,531,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,15,2,1,4.63,True,1,2,2,4.85,125.9,benign
1083,375,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,37,1,0,5.26,False,0,2,2,0.94,77.8,benign
1627,458,payload.exe,C:\ProgramData\payload.exe,NT AUTHORITY\USER,Unknown,False,5,7,3,7.45,True,37,0,38,8.41,99.7,infostealer_like
1349,798,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,52,1,1,5.3,True,9,0,3,3.47,161.5,benign
1015,514,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,50,3,1,5.6,True,4,1,3,6.39,78.1,benign
1070,520,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,68,2,0,5.65,True,1,0,0,4.72,146.7,benign
1482,871,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,24,1,0,5.12,False,0,2,1,6.78,108.0,benign
1172,273,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,57,0,1,5.14,True,1,2,0,4.9,87.0,benign
1517,265,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,10,0,0,5.48,False,0,2,0,3.05,185.1,benign
1159,971,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,48,0,0,5.78,True,3,1,1,4.0,90.5,benign
1096,333,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,50,0,0,4.74,True,3,2,3,0.43,108.7,benign
1044,930,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,77,0,0,5.31,True,8,1,2,0.52,119.9,benign
1137,708,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,46,2,0,5.34,True,2,0,0,2.1,160.3,benign
1641,969,chrome.exe,C:\Users\User\AppData\Local\Temp\chrome.exe,NT AUTHORITY\USER,Unknown,False,10,4,4,6.54,True,45,0,30,3.84,123.7,infostealer_like
1412,540,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,14,1,1,5.88,True,10,2,2,4.91,88.5,benign
1457,701,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,56,3,1,5.8,False,0,0,2,1.29,97.1,benign
1526,594,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,15,1,1,5.37,False,0,0,3,5.86,114.0,benign
1760,331,update.exe,C:\Users\User\AppData\Roaming\Update\update.exe,NT AUTHORITY\USER,Unknown,False,10,5,2,6.87,True,13,1,54,18.65,120.9,injected_loader
1080,409,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,48,3,1,5.75,False,0,0,2,3.57,98.8,benign
1348,633,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,76,1,0,5.58,False,0,1,2,7.85,139.8,benign
1078,847,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,40,2,1,5.61,True,0,1,3,0.73,159.8,benign
1207,362,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,25,3,0,5.69,True,5,2,3,4.02,106.5,benign
1249,248,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,42,2,0,5.8,False,0,1,1,7.14,113.1,benign
1316,938,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,28,2,1,5.16,True,3,2,3,2.57,190.2,benign
1111,634,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,59,0,1,5.42,False,0,2,3,3.16,110.8,benign
1110,677,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,78,3,0,5.6,False,0,2,0,0.7,88.0,benign
1168,963,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,73,2,1,5.69,False,0,1,1,3.65,131.4,benign
1472,891,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,10,0,1,6.04,False,0,0,3,1.3,99.8,benign
1295,432,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,50,2,0,5.77,True,4,0,0,6.51,72.5,benign
1038,799,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,57,0,0,5.86,True,3,2,3,4.29,102.8,benign
1690,406,payload.exe,C:\ProgramData\payload.exe,NT AUTHORITY\USER,Unknown,False,21,9,8,7.66,False,0,1,56,27.76,396.7,ransomware_like
1786,576,svchost.exe,C:\Users\User\AppData\Roaming\svchost.exe,NT AUTHORITY\USER,Unknown,False,13,2,3,6.55,True,6,0,44,7.84,76.2,injected_loader
1474,616,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,13,2,1,5.73,True,2,2,2,3.61,125.8,benign
1142,330,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,63,2,1,5.76,False,0,0,0,1.12,116.7,benign
1029,359,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,63,2,1,4.63,True,10,1,0,5.81,150.0,benign
1475,440,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,54,2,0,5.09,False,0,1,2,3.28,131.3,benign
1270,743,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,30,1,1,5.41,True,9,1,2,4.62,91.5,benign
1455,682,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,66,2,0,5.11,False,0,1,1,5.3,165.6,benign
1041,462,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,23,1,0,5.54,False,0,0,1,3.44,138.8,benign
1466,798,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,12,1,1,5.35,False,0,0,2,4.95,94.8,benign
1502,251,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,22,0,1,5.37,True,7,1,0,4.57,132.6,benign
1667,813,chrome.exe,C:\Users\User\AppData\Local\Temp\chrome.exe,NT AUTHORITY\USER,Unknown,False,18,8,3,6.69,True,45,1,40,5.74,120.0,infostealer_like
1613,479,update.exe,C:\Users\User\AppData\Roaming\Update\update.exe,NT AUTHORITY\USER,Unknown,False,7,7,2,7.65,True,40,0,16,4.24,76.0,infostealer_like
1323,705,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,56,2,0,5.18,True,7,1,1,4.16,72.2,benign
1612,251,update.exe,C:\Users\User\AppData\Roaming\Update\update.exe,NT AUTHORITY\USER,Unknown,False,30,5,1,7.06,True,59,0,28,1.58,54.3,infostealer_like
1350,740,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,13,3,1,5.4,True,7,2,3,0.2,132.2,benign
1267,814,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,42,3,0,6.18,True,3,0,1,2.58,146.9,benign
1616,731,chrome.exe,C:\Users\User\AppData\Local\Temp\chrome.exe,NT AUTHORITY\USER,Unknown,False,24,3,4,6.55,True,48,0,25,9.08,125.2,infostealer_like
1234,300,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,73,0,0,5.98,True,1,1,0,5.41,135.5,benign
1006,212,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,52,3,0,5.89,True,8,2,2,1.57,66.8,benign
1437,294,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,50,3,1,5.06,True,4,1,0,2.96,66.4,benign
1557,899,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,29,2,0,5.24,True,6,2,1,3.37,111.0,benign
1414,964,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,38,2,1,5.91,False,0,2,0,5.65,97.2,benign
1224,839,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,63,2,1,5.85,True,5,0,3,3.3,97.6,benign
1324,879,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,25,3,1,4.5,True,7,1,2,5.25,136.4,benign
1642,580,update.exe,C:\Users\User\AppData\Roaming\Update\update.exe,NT AUTHORITY\USER,Unknown,False,26,11,4,6.5,True,36,1,38,8.48,54.6,infostealer_like
1567,339,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,44,1,1,5.5,False,0,1,2,4.9,178.8,benign
1608,349,update.exe,C:\Users\User\AppData\Roaming\Update\update.exe,NT AUTHORITY\USER,Unknown,False,14,10,4,6.61,True,37,0,20,1.53,137.5,infostealer_like
1405,324,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,20,3,1,5.28,False,0,2,1,3.49,107.1,benign
1398,966,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,64,3,1,5.29,True,3,2,3,5.05,112.9,benign
1344,587,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,40,3,0,5.79,True,1,0,2,3.33,109.6,benign
1470,718,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,14,2,1,5.81,True,9,0,0,3.15,111.1,benign
1016,851,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,28,2,0,5.56,True,1,1,0,0.54,114.8,benign
1341,350,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,38,2,1,5.56,False,0,0,3,4.68,111.0,benign
1576,310,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,12,1,1,5.24,True,3,2,3,1.53,108.3,benign
1680,426,update.exe,C:\Users\User\AppData\Roaming\Update\update.exe,NT AUTHORITY\USER,Unknown,False,15,13,5,6.88,False,0,0,46,32.05,332.6,ransomware_like
1050,467,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,26,2,1,5.52,False,0,1,0,2.77,148.0,benign
1637,741,chrome.exe,C:\Users\User\AppData\Local\Temp\chrome.exe,NT AUTHORITY\USER,Unknown,False,29,3,3,6.58,True,46,1,23,6.71,106.4,infostealer_like
1286,849,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,12,3,0,5.47,True,7,1,2,2.53,150.6,benign
1654,804,chrome.exe,C:\Users\User\AppData\Local\Temp\chrome.exe,NT AUTHORITY\USER,Unknown,False,18,3,4,6.78,True,51,1,18,1.17,53.6,infostealer_like
1320,624,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,76,2,1,5.82,False,0,2,2,3.79,157.8,benign
1734,922,update.exe,C:\Users\User\AppData\Roaming\Update\update.exe,NT AUTHORITY\USER,Unknown,False,5,13,8,7.55,True,10,2,96,68.44,291.4,ransomware_like
1090,532,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,51,2,0,5.33,True,3,2,0,1.19,88.1,benign
1081,847,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,51,0,0,5.04,True,1,1,0,1.34,154.7,benign
1138,446,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,23,3,0,5.0,False,0,0,1,4.45,40.6,benign
1491,237,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,74,2,1,5.23,True,5,2,2,4.54,84.0,benign
1534,498,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,14,0,0,5.84,True,1,2,0,1.57,59.4,benign
1311,830,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,64,2,0,5.52,True,7,2,0,3.55,142.8,benign
