src_port,dst_port,duration,bytes_sent,bytes_received,packets,label,proto_tcp,proto_udp,kb_sent,kb_received,bytes_total,rate_packets,rate_bytes,src_port_privileged,dst_port_privileged
64601,3389,1.2735618451762325,670,123,10,brute_force,True,False,0.654296875,0.1201171875,793,7.280342006527538,577.3311211176338,0,0
14848,123,2.595218884100115,7260,11027,27,benign,True,False,7.08984375,10.7685546875,18287,10.017739249038696,6784.97769063595,0,1
65154,22,1.0262479519760466,724,178,5,brute_force,True,False,0.70703125,0.173828125,902,4.439519726741613,800.889358704187,0,1
50777,51055,0.2883351841231353,258,335,2,port_scan,True,False,0.251953125,0.3271484375,593,5.150190046559958,1527.0313488050276,0,0
35000,22,1.470780341701861,927,503,4,brute_force,True,False,0.9052734375,0.4912109375,1430,2.5465050037907924,910.3755388552083,0,1
46426,22,1.263142615575014,233,796,3,brute_force,True,False,0.2275390625,0.77734375,1029,2.2007968687373998,754.8733259769281,0,1
21987,80,1.891174738331828,4119,3117,11,benign,False,True,4.0224609375,3.0439453125,7236,5.524377036450156,3634.0356577957573,0,1
6749,8080,0.6020100877975002,295,612,4,c2_beacon,True,False,0.2880859375,0.59765625,907,5.697923818373717,1292.0042258162403,0,0
1811,123,3.3902734836244397,7931,15379,34,benign,True,False,7.7451171875,15.0185546875,23310,9.741356990940732,6678.559748789073,0,1
59501,1611,0.1936896210244339,68,51,4,port_scan,True,False,0.06640625,0.0498046875,119,13.61982076876736,405.18966787082894,0,0
53785,8080,0.4287324026423775,112,765,7,c2_beacon,True,False,0.109375,0.7470703125,877,13.239211300493418,1658.684044361818,0,0
59945,123,4.746907332593161,1778,17570,24,benign,True,False,1.736328125,17.158203125,19348,4.951611069312455,3991.8237903773907,0,1
52375,22,1.2960632003321548,759,725,5,brute_force,True,False,0.7412109375,0.7080078125,1484,3.581499747869858,1062.9891251677739,0,1
30476,22,0.7783448503340602,725,718,10,brute_force,True,False,0.7080078125,0.701171875,1443,11.38504995640005,1642.8627087085272,0,1
19544,3389,1.056914080898938,477,223,8,brute_force,True,False,0.4658203125,0.2177734375,700,6.91494738639873,605.0578963098889,0,0
5546,445,0.8913823028865044,887,369,2,brute_force,True,False,0.8662109375,0.3603515625,1256,2.01738521474189,1266.917914857907,0,1
38006,445,1.132776769286029,510,515,9,brute_force,True,False,0.498046875,0.5029296875,1025,7.300591821836819,831.4562908203044,0,1
51222,22,1.270213620751791,574,175,5,brute_force,True,False,0.560546875,0.1708984375,749,3.649066046545841,546.630093772567,0,1
59116,443,3.044317434514173,8408,19589,40,benign,False,True,8.2109375,19.1298828125,27997,12.721361895886437,8903.999224978315,0,1
50473,22,1.6418638075959675,575,561,2,brute_force,True,False,0.5615234375,0.5478515625,1136,1.1481953935080027,652.1749835125455,0,1
65519,57224,0.0595592542423958,290,209,1,port_scan,True,False,0.283203125,0.2041015625,499,6.267264188141926,3127.364829882821,0,0
49036,80,4.55271460952518,11201,9108,33,benign,True,False,10.9384765625,8.89453125,20309,7.09263360629113,4364.978663944441,0,1
4494,22,1.6462718190878285,723,258,4,brute_force,True,False,0.7060546875,0.251953125,981,2.290594142491181,561.7682134459623,0,1
37996,445,0.9270412086167642,493,625,5,brute_force,True,False,0.4814453125,0.6103515625,1118,4.8683538285032215,1088.5639160533203,0,1
37910,53,5.682915053399475,3329,14323,23,benign,False,True,3.2509765625,13.9873046875,17652,3.97723289856722,3052.4397880655897,0,1
25029,22,1.8738332396819808,422,424,4,brute_force,True,False,0.412109375,0.4140625,846,2.0265136484602264,428.6076366493379,0,1
40907,36871,0.2815819696088423,185,297,4,port_scan,True,False,0.1806640625,0.2900390625,482,10.482675594185908,1263.1624090994019,0,0
43831,445,0.9958555630774444,470,773,7,brute_force,True,False,0.458984375,0.7548828125,1243,6.387703120603046,1134.273568415655,0,1
29215,8080,0.5859676560135065,265,382,2,c2_beacon,True,False,0.2587890625,0.373046875,647,2.915589361199591,943.1931583480675,0,0
48241,80,2.5274335050804755,200,6005,7,benign,False,True,0.1953125,5.8642578125,6205,2.6641968241877914,2361.620184869321,0,1
38545,443,4.400788168205823,5167,721,10,benign,True,False,5.0458984375,0.7041015625,5888,2.2218330715143084,1308.2153125076247,0,1
42125,22,1.4256457099995965,719,785,9,brute_force,True,False,0.7021484375,0.7666015625,1504,5.899141551023914,985.8120991933296,0,1
12022,443,2.584759153473384,5565,1861,13,benign,False,True,5.4345703125,1.8173828125,7426,4.842147565892964,2765.9836787939344,0,1
17514,30303,0.0659168506232318,71,253,5,port_scan,True,False,0.0693359375,0.2470703125,324,30.135576833929466,1952.7853788386294,0,0
18987,8080,0.466245454423581,136,369,7,c2_beacon,True,False,0.1328125,0.3603515625,505,12.362130142176182,891.8393888284246,0,0
61765,22,0.9404747335712788,456,348,3,brute_force,True,False,0.4453125,0.33984375,804,2.883299231787143,772.7241941189543,0,1
65058,3389,0.7374894598869396,625,178,9,brute_force,True,False,0.6103515625,0.173828125,803,10.746403902462239,958.8180370752419,0,0
39605,80,1.5999374436770986,4574,6389,16,benign,True,False,4.466796875,6.2392578125,10963,9.41211105121065,6449.060840901397,0,1
15646,22,0.4086677285873417,443,684,7,brute_force,True,False,0.4326171875,0.66796875,1127,13.761439160766521,2215.59170488341,0,1
54226,445,0.6827015394114153,370,714,10,brute_force,True,False,0.361328125,0.697265625,1084,12.776262082632305,1384.946809757342,0,1
29856,443,0.7421021671357423,140,334,8,c2_beacon,True,False,0.13671875,0.326171875,474,9.500034927128318,562.8770694323529,0,1
23519,53,3.903202773992401,8604,12067,32,benign,False,True,8.40234375,11.7841796875,20671,7.9935995767924455,5163.615526621145,0,1
5746,8443,0.4455583847180152,314,388,5,c2_beacon,True,False,0.306640625,0.37890625,702,9.164921922306021,1286.7550378917654,0,0
27937,8443,0.5636820713638263,399,525,4,c2_beacon,True,False,0.3896484375,0.5126953125,924,6.0269821539404305,1392.2328775602393,0,0
24211,443,0.0311155106073076,350,314,2,c2_beacon,True,False,0.341796875,0.306640625,664,15.25372544206476,5064.236846765501,0,1
34660,3389,0.5345497992312164,860,564,5,brute_force,True,False,0.83984375,0.55078125,1424,7.879602209405329,2244.1107092386374,0,0
30550,8080,0.6452427006004604,385,185,4,c2_beacon,True,False,0.3759765625,0.1806640625,570,5.367378971678758,764.8515034642231,0,0
19039,8443,0.4909939826432538,270,462,2,c2_beacon,True,False,0.263671875,0.451171875,732,3.3841292106814485,1238.5912911094101,0,0
59435,445,1.0790124990994807,647,438,3,brute_force,True,False,0.6318359375,0.427734375,1085,2.544502286694478,920.2616603545029,0,1
13649,20547,0.0768150973278389,275,110,4,port_scan,True,False,0.2685546875,0.107421875,385,22.622502605552192,2177.4158757843984,0,0
29740,22,0.788413678865586,709,386,3,brute_force,True,False,0.6923828125,0.376953125,1095,3.3768052781792997,1232.5339265354444,0,1
27026,8080,0.457281420023889,341,101,2,c2_beacon,True,False,0.3330078125,0.0986328125,442,3.588851033135585,793.1360783229643,0,0
57374,445,0.6473819112981011,653,750,3,brute_force,True,False,0.6376953125,0.732421875,1403,4.014012052806318,1877.2196366957546,0,1
17721,22,1.3907502070601137,312,505,3,brute_force,True,False,0.3046875,0.4931640625,817,2.0124095812914593,548.0462093050407,0,1
60560,53,2.2342613601833627,7956,9525,26,benign,True,False,7.76953125,9.3017578125,17481,11.138427103106238,7488.878622669236,0,1
43861,22,0.7712626302977958,450,345,3,brute_force,True,False,0.439453125,0.3369140625,795,3.443278634565798,912.4688381599365,0,1
43285,443,1.7650938394668292,206,11691,14,benign,True,False,0.201171875,11.4169921875,11897,7.506324724123346,6378.7675173496755,0,1
30041,42368,0.1932319767861014,178,379,1,port_scan,True,False,0.173828125,0.3701171875,557,3.4102692719950247,1899.5199845012287,0,0
51184,22,1.1729402363692571,231,72,3,brute_force,True,False,0.2255859375,0.0703125,303,2.3567485057717614,238.0315990829479,0,1
60757,443,0.3172792310769353,357,747,2,c2_beacon,True,False,0.3486328125,0.7294921875,1104,4.792953617265587,2645.7103967306043,0,1
33297,80,2.487332153010767,5247,14922,28,benign,True,False,5.1240234375,14.572265625,20169,10.821958041768083,7795.288276586445,0,1
45914,123,2.529000231736698,6791,14110,30,benign,False,True,6.6318359375,13.779296875,20901,11.411181953446318,7950.17046696605,0,1
30028,3389,1.912895554375504,516,478,2,brute_force,True,False,0.50390625,0.466796875,994,0.9935935303014245,493.815984559808,0,0
14120,3389,1.3995839756987556,833,688,9,brute_force,True,False,0.8134765625,0.671875,1521,6.001664558869605,1014.2813104489632,0,0
2346,30293,0.2422269554469188,298,56,1,port_scan,True,False,0.291015625,0.0546875,354,2.9220375078114067,1034.4012777652379,0,0
5812,8080,0.9262178309691628,208,539,3,c2_beacon,True,False,0.203125,0.5263671875,747,2.923355947895382,727.9156310259502,0,0
45016,443,1.9642669699827933,4267,13202,24,benign,True,False,4.1669921875,12.892578125,17469,11.626403148910557,8462.568192013272,0,1
61147,22,1.2660954070188275,286,159,6,brute_force,True,False,0.279296875,0.1552734375,445,4.392079769226036,325.74591621759765,0,1
17198,3389,1.089276426895459,936,505,4,brute_force,True,False,0.9140625,0.4931640625,1441,3.363389628802936,1211.6611137762577,0,0
44330,445,0.2249546022680504,324,103,8,brute_force,True,False,0.31640625,0.1005859375,427,24.618823503847207,1314.0297045178447,0,1
52871,8443,0.6151256162335526,376,177,7,c2_beacon,True,False,0.3671875,0.1728515625,553,9.788490079362328,773.2907162696239,0,0
12263,445,1.0592902316871673,605,471,4,brute_force,True,False,0.5908203125,0.4599609375,1076,3.45038704775302,928.1541158455624,0,1
14237,123,2.252286071754445,5886,3207,15,benign,True,False,5.748046875,3.1318359375,9093,6.376775418651482,3865.6012587865284,0,1
11008,3389,1.448943500293749,414,417,5,brute_force,True,False,0.404296875,0.4072265625,831,3.228006702020943,536.4947138758807,0,0
61480,22,0.9589118709105936,600,532,8,brute_force,True,False,0.5859375,0.51953125,1132,7.554925220661219,1069.0219187235625,0,1
21335,1603,0.3020772084476257,191,358,3,port_scan,True,False,0.1865234375,0.349609375,549,7.461253552726,1365.409400148858,0,0
49811,3389,1.1910152705875774,641,518,2,brute_force,True,False,0.6259765625,0.505859375,1159,1.5491683526638251,897.7430603686868,0,0
58229,123,1.978396469258516,5019,15676,29,benign,False,True,4.9013671875,15.30859375,20695,13.953064503783521,9957.195513993101,0,1
27858,443,1.3655818325351348,2457,11612,18,benign,True,False,2.3994140625,11.33984375,14069,12.281811633038567,9599.600436956644,0,1
63779,22,1.9066322361802936,395,586,3,brute_force,True,False,0.3857421875,0.572265625,981,1.4950422633051197,488.8788201007742,0,1
48366,22,0.5739794250815627,520,561,4,brute_force,True,False,0.5078125,0.5478515625,1081,5.934899273098631,1603.9065285549052,0,1
40119,3389,0.8492847382538141,547,562,5,brute_force,True,False,0.5341796875,0.548828125,1109,5.267123549460383,1168.248003270313,0,0
15812,80,1.7129154320708566,11637,10316,35,benign,True,False,11.3642578125,10.07421875,21953,19.305919835444396,12109.224518500308,0,1
55257,22,1.0388928763189045,933,226,8,brute_force,True,False,0.9111328125,0.220703125,1159,7.024365650488008,1017.6549736144501,0,1
63119,8443,0.3522048465652315,338,141,7,c2_beacon,True,False,0.330078125,0.1376953125,479,15.479710253371278,1059.254458766406,0,0
7644,22,1.1726377826454362,858,536,4,brute_force,True,False,0.837890625,0.5234375,1394,3.1430781441088342,1095.3627332219287,0,1
49967,22,1.1228729677488,215,578,8,brute_force,True,False,0.2099609375,0.564453125,793,6.5419714156633,648.4729165776247,0,1
42616,123,3.95999680043287,331,18693,23,benign,True,False,0.3232421875,18.2548828125,19024,5.665029094985439,4685.717978391434,0,1
59627,3389,0.8453166564355035,931,399,7,brute_force,True,False,0.9091796875,0.3896484375,1330,7.4049261190370155,1406.9359626170328,0,0
7457,445,0.6795200498355174,624,495,7,brute_force,True,False,0.609375,0.4833984375,1119,8.97988448337799,1435.498676699996,0,1
6122,53,3.521209908221885,9643,16807,40,benign,True,False,9.4169921875,16.4130859375,26450,11.046031855038503,7304.18856414421,0,1
6676,443,2.640399553452436,9235,13866,35,benign,False,True,9.0185546875,13.541015625,23101,12.771860204073516,8429.792644980065,0,1
10210,8080,0.5751214147830046,175,638,4,c2_beacon,True,False,0.1708984375,0.623046875,813,5.92486019908829,1204.2278354646949,0,0
28131,22,0.7437203138844342,509,541,4,brute_force,True,False,0.4970703125,0.5283203125,1050,4.740907542671643,1244.4882299513063,0,1
38000,8443,0.5291579656112706,396,607,2,c2_beacon,True,False,0.38671875,0.5927734375,1003,3.1788519089269758,1594.1942323268784,0,0
37131,80,3.4105435707503284,3793,18219,29,benign,True,False,3.7041015625,17.7919921875,22012,8.260828961539328,6270.254037979437,0,1
40458,445,0.9323165252423076,685,194,10,brute_force,True,False,0.6689453125,0.189453125,879,9.686951390856382,851.483027256276,0,1
55094,123,1.6754200184216377,1921,14544,21,benign,True,False,1.8759765625,14.203125,16465,11.828187010456919,9273.861863198723,0,1
9571,3389,0.3574987203042811,698,587,2,brute_force,True,False,0.681640625,0.5732421875,1285,4.371596927462018,2808.751025894346,0,0
43180,53,3.944228935143647,8234,5074,22,benign,True,False,8.041015625,4.955078125,13308,5.439850303434562,3290.614901732143,0,1
54451,80,1.34846084846507,7539,1726,17,benign,True,False,7.3623046875,1.685546875,9265,11.736596137903799,6396.44489515757,0,1
45581,8080,0.7822011420653522,348,418,3,c2_beacon,True,False,0.33984375,0.408203125,766,3.4005850332233694,868.2827118163669,0,0
2570,51058,0.2868653334715034,105,42,3,port_scan,True,False,0.1025390625,0.041015625,147,7.754636408177888,379.9771840007165,0,0
30907,53,2.8583978367953544,3709,4015,12,benign,True,False,3.6220703125,3.9208984375,7724,4.05624958575512,2610.8726500310454,0,1
22546,22,1.3373474153300149,764,576,6,brute_force,True,False,0.74609375,0.5625,1340,4.174356134089127,932.2728699465716,0,1
34615,22,1.4307777563371955,380,505,9,brute_force,True,False,0.37109375,0.4931640625,885,5.87936424000239,578.137483600235,0,1
21424,8443,0.4237679891555997,157,326,4,c2_beacon,True,False,0.1533203125,0.318359375,483,7.636969197847808,922.1640306401229,0,0
44781,53,3.4688103865533,6416,10774,25,benign,True,False,6.265625,10.521484375,17190,7.005135407080172,4816.731105908327,0,1
44030,22,0.7655918424816054,540,717,8,brute_force,True,False,0.52734375,0.7001953125,1257,9.242231277347104,1452.1855894531636,0,1
60817,15380,0.1490976776861012,239,301,2,port_scan,True,False,0.2333984375,0.2939453125,540,8.02897890730353,2167.8243049719536,0,0
4588,53,2.5961686793367367,5490,16673,30,benign,False,True,5.361328125,16.2822265625,22163,11.126900267745883,8220.183021135066,0,1
12891,80,3.161458847762341,8332,17766,38,benign,True,False,8.13671875,17.349609375,26098,11.651227801347693,8001.940609462424,0,1
15891,14936,0.1347926318403385,192,268,2,port_scan,True,False,0.1875,0.26171875,460,8.518154868505505,1959.175619756266,0,0
48187,53,0.8887602277456259,1643,12463,18,benign,True,False,1.6044921875,12.1708984375,14106,18.204615734837976,14266.350530868025,0,1
1844,3389,0.909274264372626,231,763,7,brute_force,True,False,0.2255859375,0.7451171875,994,6.935676700674879,984.8660914958327,0,0
39221,123,2.6600824171539705,8115,9005,27,benign,False,True,7.9248046875,8.7939453125,17120,9.782316583082602,6202.7133297175615,0,1
17805,445,1.3074872976161092,896,270,7,brute_force,True,False,0.875,0.263671875,1166,4.9734018998651335,828.4266593203922,0,1
53803,8080,0.6692730027612908,173,216,6,c2_beacon,True,False,0.1689453125,0.2109375,389,7.799571775511573,505.67223677900034,0,0
58884,443,0.3008642459244827,135,102,7,c2_beacon,True,False,0.1318359375,0.099609375,237,17.462270759160457,591.222595703004,0,1
21366,80,3.5544267877174587,2012,17402,25,benign,True,False,1.96484375,16.994140625,19414,6.841018154755512,5312.461058256939,0,1
48504,8080,0.4544851716940126,224,295,4,c2_beacon,True,False,0.21875,0.2880859375,519,7.213898953834175,936.0033892599841,0,0
18558,445,0.8373989543637079,254,647,9,brute_force,True,False,0.248046875,0.6318359375,901,9.601034818850488,961.1702635315878,0,1
23275,445,1.55937281315705,829,359,8,brute_force,True,False,0.8095703125,0.3505859375,1188,4.821098632307679,715.9331468976903,0,1
46697,445,0.9046016870089526,368,229,2,brute_force,True,False,0.359375,0.2236328125,597,1.9908387830351877,594.2653767360035,0,1
58541,8443,0.46298886298091,294,245,8,c2_beacon,True,False,0.287109375,0.2392578125,539,14.20987256771235,957.3901642496196,0,0
65275,36870,0.2945113265217374,140,91,1,port_scan,True,False,0.13671875,0.0888671875,231,2.5347814695629545,585.5345194690425,0,0
35938,3389,0.991341465890248,630,259,7,brute_force,True,False,0.615234375,0.2529296875,889,6.414124468632591,814.593807516339,0,0
59280,53,1.8178706365790565,11934,5810,30,benign,False,True,11.654296875,5.673828125,17744,15.64234804361549,9251.927456197109,0,1
61761,443,0.5780479232915461,275,677,8,c2_beacon,True,False,0.2685546875,0.6611328125,952,11.79857606696064,1404.0305519683163,0,1
26615,443,0.4403643430194035,101,779,5,c2_beacon,True,False,0.0986328125,0.7607421875,880,9.25301616324536,1628.5308447311832,0,1
11236,22,0.3635128865396337,575,562,6,brute_force,True,False,0.5615234375,0.548828125,1137,12.94462392360467,2453.006233523085,0,1
15294,445,0.411718348568987,515,365,2,brute_force,True,False,0.5029296875,0.3564453125,880,3.908400012610396,1719.6960055485742,0,1
53350,3389,1.5062656894723072,542,416,10,brute_force,True,False,0.529296875,0.40625,958,6.225620123458663,596.4144078273399,0,0
51225,22,1.223658906934812,280,555,3,brute_force,True,False,0.2734375,0.5419921875,835,2.266444915893838,630.8271682571183,0,1
59311,8080,0.7482043761331236,169,352,6,c2_beacon,True,False,0.1650390625,0.34375,521,7.073766852457638,614.2387550217383,0,0
41470,53,2.981678775722519,6561,13817,30,benign,True,False,6.4072265625,13.4931640625,20378,9.734953635122567,6612.629505884255,0,1
41009,8443,0.2726077617900099,85,615,8,c2_beacon,True,False,0.0830078125,0.6005859375,700,21.47029885144623,1878.6511495015452,0,0
47519,19615,0.1676802148581436,40,72,3,port_scan,True,False,0.0390625,0.0703125,112,11.20740283920439,418.40970599696385,0,0
44986,8080,0.7111152794453881,148,756,2,c2_beacon,True,False,0.14453125,0.73828125,904,2.4657407531116036,1114.5148204064449,0,0
57919,8443,0.572173747966983,279,482,4,c2_beacon,True,False,0.2724609375,0.470703125,761,5.950842341133024,1132.1477554005578,0,0
54936,3389,1.136668434607801,902,469,3,brute_force,True,False,0.880859375,0.4580078125,1371,2.425872542749443,1108.6237520364955,0,0
44296,445,0.015675095484388,846,488,6,brute_force,True,False,0.826171875,0.4765625,1334,51.86941903851538,11532.300832896586,0,1
3111,3389,1.4268758955527283,609,67,3,brute_force,True,False,0.5947265625,0.0654296875,676,1.9647962278650035,442.7340833455808,0,0
14265,443,0.3454374019369028,322,359,2,c2_beacon,True,False,0.314453125,0.3505859375,681,4.489968716823883,1528.8343480785322,0,1
59011,80,2.9339278577901675,7003,5186,20,benign,True,False,6.8388671875,5.064453125,12189,6.592114558243804,4017.5642175216863,0,1
37181,8443,0.4780314826117549,381,635,2,c2_beacon,True,False,0.3720703125,0.6201171875,1016,3.460019151488563,1757.68972895619,0,0
63149,445,0.5085740527804916,899,59,4,brute_force,True,False,0.8779296875,0.0576171875,958,6.572741610859923,1574.1716158009515,0,1
6957,8443,0.0893877622239114,102,202,3,c2_beacon,True,False,0.099609375,0.197265625,304,15.840516645701362,1605.1723534310713,0,0
26916,445,1.04320056009589,308,516,9,brute_force,True,False,0.30078125,0.50390625,824,7.872634351443191,720.7834117321321,0,1
10418,3389,1.02720792058912,242,664,5,brute_force,True,False,0.236328125,0.6484375,906,4.4357388807087315,803.7558851844221,0,0
38489,3389,1.2680580287581358,474,600,3,brute_force,True,False,0.462890625,0.5859375,1074,2.1928894366588167,785.0544183238565,0,0
45065,22,1.110660278942391,435,69,2,brute_force,True,False,0.4248046875,0.0673828125,504,1.6519910950966035,416.30175596434407,0,1
48574,445,1.4212136877970196,780,585,4,brute_force,True,False,0.76171875,0.5712890625,1365,2.629479363805023,897.309832898464,0,1
57808,22,0.3560239266429977,286,114,7,brute_force,True,False,0.279296875,0.111328125,400,15.350071763844117,877.1469579339495,0,1
41080,3389,1.7701005151306513,532,142,8,brute_force,True,False,0.51953125,0.138671875,674,4.2778449261274565,360.40843502623824,0,0
61552,22,0.9877276300855938,503,300,8,brute_force,True,False,0.4912109375,0.29296875,803,7.354782372651944,738.2362806549389,0,1
37414,443,0.6572132182646968,383,158,8,c2_beacon,True,False,0.3740234375,0.154296875,541,10.565055927488396,714.4619070964028,0,1
46655,22,1.169716458199045,405,87,2,brute_force,True,False,0.3955078125,0.0849609375,492,1.5751548206571906,387.4880858816689,0,1
13001,3389,1.4121578022651473,711,611,3,brute_force,True,False,0.6943359375,0.5966796875,1322,1.9839199291939829,874.2473821314818,0,0
24341,445,0.7886861476994608,437,305,2,brute_force,True,False,0.4267578125,0.2978515625,742,2.250513305712477,834.940436419329,0,1
42483,123,2.42419087717355,4286,5036,14,benign,False,True,4.185546875,4.91796875,9322,5.546331747968454,3693.064611040137,0,1
52063,443,4.367169133038921,8002,9674,28,benign,False,True,7.814453125,9.447265625,17676,6.267951619049668,3956.8683149400686,0,1
11562,3389,0.8630275855063247,899,482,5,brute_force,True,False,0.8779296875,0.470703125,1381,5.1919592701710435,1434.0191504212423,0,0
11983,443,0.623279163735171,360,523,7,c2_beacon,True,False,0.3515625,0.5107421875,883,9.678144139878823,1220.8287536447142,0,1
22859,3389,0.5925844435822585,533,767,4,brute_force,True,False,0.5205078125,0.7490234375,1300,5.775469023402803,1877.027432605911,0,0
48419,3389,0.2083654909246611,558,136,9,brute_force,True,False,0.544921875,0.1328125,694,29.18614522336045,2250.576087223573,0,0
55415,44167,0.2718245137365103,67,327,2,port_scan,True,False,0.0654296875,0.3193359375,394,5.378881504884533,1059.639656462253,0,0
10105,53,3.0777416637073927,1813,4981,9,benign,False,True,1.7705078125,4.8642578125,6794,2.832200018896414,2137.996325375804,0,1
54624,443,0.8237937863013525,369,540,2,c2_beacon,True,False,0.3603515625,0.52734375,909,2.1649853351011568,983.9858348034758,0,1
56955,8080,0.3092304103892732,200,205,3,c2_beacon,True,False,0.1953125,0.2001953125,405,7.330833495844805,989.6625219390487,0,0
20008,48365,0.1656574935833551,272,106,4,port_scan,True,False,0.265625,0.103515625,378,15.056981627152647,1422.884763765925,0,0
27901,25070,0.183537008272858,174,69,1,port_scan,True,False,0.169921875,0.0673828125,243,3.5268764599422715,857.030979765972,0,0
55854,30300,0.3541214083362165,164,192,5,port_scan,True,False,0.16015625,0.1875,356,11.01027150056349,783.9313308401205,0,0
16031,80,1.35216523586461,214,6335,7,benign,True,False,0.208984375,6.1865234375,6549,4.82038808471561,4509.817366686076,0,1
58866,8443,0.3590721272428121,397,330,7,c2_beacon,True,False,0.3876953125,0.322265625,727,15.248148568814253,1583.6291442182803,0,0
55300,443,0.2927543453018154,103,243,3,c2_beacon,True,False,0.1005859375,0.2373046875,346,7.638362339937002,880.9577898727342,0,1
19126,445,0.0386421961625793,812,723,6,brute_force,True,False,0.79296875,0.7060546875,1535,43.27686783729303,11071.665355040801,0,1
55267,22,0.1134041012956899,956,447,5,brute_force,True,False,0.93359375,0.4365234375,1403,23.429727777687205,6574.3816144190305,0,1
58552,10410,0.2941604202566464,157,161,1,port_scan,True,False,0.1533203125,0.1572265625,318,2.537038090605034,806.7781128124008,0,0
26855,445,0.8818444386885893,1000,318,9,brute_force,True,False,0.9765625,0.310546875,1318,9.166421528058908,1342.3715082201825,0,1
15722,57143,0.132721994429077,168,210,1,port_scan,True,False,0.1640625,0.205078125,378,4.296972456141244,1624.2555884213903,0,0
2646,8443,0.5838014595893538,281,497,6,c2_beacon,True,False,0.2744140625,0.4853515625,778,8.77447673715585,1137.7571502512085,0,0
1203,22,1.3625998231502665,805,92,7,brute_force,True,False,0.7861328125,0.08984375,897,4.785998117327014,613.2914730346189,0,1
46745,53,2.0005994900799235,8987,11278,31,benign,True,False,8.7763671875,11.013671875,20265,14.75769186196485,9647.24598653928,0,1
55751,443,1.752673754738406,5626,18638,34,benign,False,True,5.494140625,18.201171875,24264,18.351854941023188,13096.747302617254,0,1
23094,445,1.4416251796099195,524,532,10,brute_force,True,False,0.51171875,0.51953125,1056,6.486661045929672,684.9914064501734,0,1
38365,53,2.153140305704273,4990,9562,20,benign,True,False,4.873046875,9.337890625,14552,8.87650003391534,6458.541424676801,0,1
15527,53,1.8390532330040328,7464,9288,25,benign,True,False,7.2890625,9.0703125,16752,12.89288998078167,8639.26771832218,0,1
9450,53,2.269463297913649,11050,5604,29,benign,True,False,10.791015625,5.47265625,16654,12.23905853512691,7028.5958911725365,0,1
1885,8443,0.5859788970099938,257,780,2,c2_beacon,True,False,0.2509765625,0.76171875,1037,2.9155415840304815,1511.7083113198048,0,0
62147,123,4.309216693685279,3077,10985,19,benign,True,False,3.0048828125,10.7275390625,14062,4.309155416927255,3189.2286038332136,0,1
57906,17428,0.4165020758716391,154,298,1,port_scan,True,False,0.150390625,0.291015625,452,1.9361006406652268,875.1174895806824,0,0
54333,58908,0.0838113232327825,271,251,2,port_scan,True,False,0.2646484375,0.2451171875,522,10.880722497531659,2839.8685718557626,0,0
58351,445,0.8025844136185833,493,403,2,brute_force,True,False,0.4814453125,0.3935546875,896,2.2158592258221352,992.7049331683166,0,1
19278,44166,0.1876170746099817,64,69,5,port_scan,True,False,0.0625,0.0673828125,133,17.384225212568364,462.42039065431845,0,0
4032,22,1.128632946581601,214,76,6,brute_force,True,False,0.208984375,0.07421875,290,4.883476400900424,236.03469271018716,0,1
27639,22,0.920316198590424,904,657,7,brute_force,True,False,0.8828125,0.6416015625,1561,6.860618315842248,1529.9178844328212,0,1
61441,445,0.7350105559619124,839,228,4,brute_force,True,False,0.8193359375,0.22265625,1067,4.790358602583287,1277.8281572390918,0,1
38565,8080,0.5557475728442833,99,596,2,c2_beacon,True,False,0.0966796875,0.58203125,695,3.04995410249872,1059.8590506183052,0,0
45356,22,1.0459363285502026,590,328,6,brute_force,True,False,0.576171875,0.3203125,918,5.235892999038597,801.0916288529054,0,1
60877,80,4.116491501460667,9321,9929,30,benign,True,False,9.1025390625,9.6962890625,19250,7.114920067930287,4565.407043588601,0,1
54951,443,0.8138981643267407,204,795,6,c2_beacon,True,False,0.19921875,0.7763671875,999,6.565282910290271,1093.11960456333,0,1
61547,445,0.6471461800055587,366,314,10,brute_force,True,False,0.357421875,0.306640625,680,13.38426169819352,910.1297954771594,0,1
38289,17142,0.3551762884003734,207,217,3,port_scan,True,False,0.2021484375,0.2119140625,424,6.590852986966663,931.507222157955,0,0
46880,22,1.0443896943148123,942,467,2,brute_force,True,False,0.919921875,0.4560546875,1409,1.7476564232758776,1231.2239501978559,0,1
14329,443,0.3619877456628804,192,430,7,c2_beacon,True,False,0.1875,0.419921875,622,15.151917049133178,1346.3560577944054,0,1
62861,22,1.5182368326200169,220,165,3,brute_force,True,False,0.21484375,0.1611328125,385,1.8538695569936017,237.91325981417887,0,1
62089,443,2.681298504464328,7706,10006,27,benign,True,False,7.525390625,9.771484375,17712,9.707695868193097,6368.248489534672,0,1
2745,3389,0.9898171606659352,221,239,10,brute_force,True,False,0.2158203125,0.2333984375,460,9.17585110688611,422.08915091676107,0,0
55897,3389,1.3641594064785447,796,597,9,brute_force,True,False,0.77734375,0.5830078125,1393,6.14687168635957,951.3991398998756,0,0
53249,443,0.6019026643034469,111,402,2,c2_beacon,True,False,0.1083984375,0.392578125,513,2.849397931812607,730.8705695099337,0,1
24603,443,3.5971514582883484,1090,11751,16,benign,False,True,1.064453125,11.4755859375,12841,4.327656083477694,3473.214485496067,0,1
